# Total counts:		500000	500000	500000
#
"cluster"	"supercluster"	"VGR"	"VVL"	"VCR"
1289	1172	0	4	11
1290	1173	0	3	12
1291	1174	0	15	0
1292	1175	0	15	0
1293	1176	15	0	0
1294	1177	0	14	1
1295	1178	0	10	5
1296	1179	15	0	0
1297	1180	8	0	7
1298	1181	15	0	0
1299	1182	0	0	15
1300	1183	0	15	0
1301	1184	1	6	8
1302	1185	3	6	6
1303	1186	15	0	0
1304	1187	0	15	0
1305	1188	0	5	10
1306	1189	0	0	15
1307	1190	0	0	15
1308	1191	2	8	5
1309	1192	0	10	5
1310	1193	3	3	9
1311	1194	1	8	6
1312	1195	0	6	9
1313	1196	15	0	0
1314	1197	0	8	7
1315	1198	3	7	5
1316	1199	2	10	3
1317	1200	0	15	0
1318	1201	15	0	0
1319	1202	1	6	8
1320	1203	0	12	3
1321	1204	0	7	8
1322	1205	0	0	15
1323	1206	15	0	0
1324	1207	0	0	15
1325	1208	0	4	11
1326	1209	0	10	5
1327	1210	15	0	0
1328	1211	5	4	6
1329	1212	0	11	4
1330	1213	0	15	0
1331	1214	15	0	0
1332	1215	1	9	5
1333	1216	7	5	3
1334	1217	0	2	13
1335	1218	0	0	15
1336	1219	0	0	15
1337	1220	15	0	0
1338	1221	0	3	12
1339	1222	0	0	15
1340	1223	1	6	8
1341	1224	0	2	13
1342	1225	0	0	15
1343	1226	0	15	0
1344	1227	0	4	11
1345	1228	0	15	0
1346	1229	2	8	5
1347	1230	0	1	14
1348	1231	0	4	11
1349	1232	5	2	8
1350	1233	0	15	0
1351	1234	10	5	0
1352	1235	15	0	0
1353	1236	0	1	14
1354	1237	0	4	11
1355	1238	2	10	3
1356	1239	14	0	1
1357	1240	0	11	3
1358	1241	0	10	4
1359	1242	0	3	11
1360	1243	0	13	1
1361	1244	0	6	8
1362	1245	0	11	3
1363	1246	0	0	14
1364	1247	0	1	13
1365	1248	14	0	0
1366	1249	3	11	0
1367	1250	0	2	12
1368	1251	14	0	0
1369	1252	1	7	6
1370	1253	0	0	14
1371	1254	14	0	0
1372	1255	14	0	0
1373	1256	5	8	1
1374	1257	11	0	3
1375	1258	14	0	0
1376	1259	0	7	7
1377	1260	14	0	0
1378	1261	0	0	14
1379	1262	1	6	7
1380	1263	14	0	0
1381	1264	0	0	14
1382	1265	14	0	0
1383	1266	0	14	0
1384	1267	0	14	0
1385	1268	0	14	0
1386	1269	0	10	4
1387	1270	9	1	4
1388	1271	0	5	9
1389	1272	14	0	0
1390	1273	2	4	8
1391	1274	0	3	11
1392	1275	0	3	11
1393	1276	0	0	14
1394	1277	14	0	0
1395	1278	0	14	0
1396	1279	0	0	14
1397	1280	0	2	12
1398	1281	14	0	0
1399	1282	14	0	0
1400	1283	0	14	0
1401	1284	0	14	0
1402	1285	1	10	3
1403	1286	0	14	0
1404	1287	0	14	0
1405	1288	0	6	8
1406	1289	14	0	0
1407	1290	0	14	0
1408	1291	0	3	11
1409	1292	0	0	14
1410	1293	2	5	7
1411	1294	2	10	2
1412	1295	0	7	7
1413	1296	0	9	5
1414	1297	7	5	2
1415	1298	0	11	3
1416	1299	3	7	4
1417	1300	0	14	0
1418	1301	0	0	14
1419	1302	14	0	0
1420	1303	0	0	14
1421	1304	0	14	0
1422	1305	2	4	8
1423	1306	0	9	5
1424	1307	0	0	14
1425	1308	0	2	12
1426	1309	6	3	5
1427	1310	0	1	13
1428	1311	12	2	0
1429	1312	14	0	0
1430	1313	0	11	3
1431	1314	0	0	14
1432	1315	3	6	5
1433	1316	0	9	5
1434	1317	0	14	0
1435	1318	14	0	0
1436	1319	0	7	7
1437	1320	0	0	14
1438	1321	0	13	1
1439	1322	14	0	0
1440	1323	0	4	10
1441	1324	0	1	13
1442	1325	2	7	5
1443	1326	0	5	9
1444	1327	14	0	0
1445	1328	0	2	12
1446	1329	14	0	0
1447	1330	2	5	7
1448	1331	0	2	12
1449	1332	1	11	2
1450	1333	14	0	0
1451	1334	1	4	9
1452	1335	2	6	6
1453	1336	2	7	5
1454	1337	13	1	0
1455	1338	0	1	13
1456	1339	0	13	1
1457	1340	14	0	0
1458	1341	0	0	14
1459	1342	0	14	0
1460	1343	11	0	3
1461	1344	14	0	0
1462	1345	0	14	0
1463	1346	0	6	8
1464	1347	0	0	14
1465	1348	14	0	0
1466	1349	5	3	6
1467	1350	14	0	0
1468	1351	14	0	0
1469	1352	0	13	0
1470	1353	2	6	5
1471	1354	4	8	1
1472	1355	0	0	13
1473	1356	0	0	13
1474	1357	0	1	12
1475	1358	0	13	0
1476	1359	2	2	9
1477	1360	13	0	0
1478	1361	0	0	13
1479	1362	5	2	6
1480	1363	1	6	6
1481	1364	0	0	13
1482	1365	0	5	8
1483	1366	0	3	10
1484	1367	0	0	13
1485	1368	0	13	0
1486	1369	13	0	0
1487	1370	5	8	0
1488	1371	0	12	1
1489	1372	0	13	0
1490	1373	0	0	13
1491	1374	13	0	0
1492	1375	0	1	12
1493	1376	0	8	5
1494	1377	0	0	13
1495	1378	1	11	1
1496	1379	0	13	0
1497	1380	12	0	1
1498	1381	0	7	6
1499	1382	0	1	12
1500	1383	0	13	0
1501	1384	1	5	7
1502	1385	13	0	0
1503	1386	0	6	7
1504	1387	0	4	9
1505	1388	2	7	4
1506	1389	0	13	0
1507	1390	0	13	0
1508	1391	0	1	12
1509	1392	8	0	5
1510	1393	13	0	0
1511	1394	0	6	7
1512	1395	0	3	10
1513	1396	0	0	13
1514	1397	13	0	0
1515	1398	0	1	12
1516	1399	0	12	1
1517	1400	3	5	5
1518	1401	3	8	2
1519	1402	0	11	2
1520	1403	0	0	13
1521	1404	0	3	10
1522	1405	0	2	11
1523	1406	0	0	13
1524	1407	0	4	9
1525	1408	3	10	0
1526	1409	0	3	10
1527	1410	2	4	7
1528	1411	0	0	13
1529	1412	13	0	0
1530	1413	9	2	2
1531	1414	0	13	0
1532	1415	0	13	0
1533	1416	0	1	12
1534	1417	2	2	9
1535	1418	13	0	0
1536	1419	5	3	5
1537	1420	0	13	0
1538	1421	13	0	0
1539	1422	13	0	0
1540	1423	13	0	0
1541	1424	0	11	2
1542	1425	13	0	0
1543	1426	0	0	13
1544	1427	8	2	3
1545	1428	0	9	4
1546	1429	0	2	11
1547	1430	11	0	2
1548	1431	13	0	0
1549	1432	6	4	3
1550	1433	13	0	0
1551	1434	13	0	0
1552	1435	0	0	13
1553	1436	0	13	0
1554	1437	0	13	0
1555	1438	2	7	4
1556	1439	1	5	7
1557	1440	0	4	9
1558	1441	13	0	0
1559	1442	0	0	13
1560	1443	0	12	1
1561	1444	0	0	13
1562	1445	0	6	7
1563	1446	0	0	13
1564	1447	1	4	8
1565	1448	13	0	0
1566	1449	7	4	2
1567	1450	0	0	13
1568	1451	0	13	0
1569	1452	0	13	0
1570	1453	13	0	0
1571	1454	0	13	0
1572	1455	0	0	13
1573	1456	0	1	12
1574	1457	1	4	8
1575	1458	13	0	0
1576	1459	0	13	0
1577	1460	0	13	0
1578	1461	0	0	13
1579	1462	12	0	1
1580	1463	0	3	10
1581	1464	0	13	0
1582	1465	0	9	4
1583	1466	0	0	13
1584	1467	13	0	0
1585	1468	0	4	9
1586	1469	0	7	6
1587	1470	3	2	8
1588	1471	0	0	13
1589	1472	0	8	5
1590	1473	2	7	4
1591	1474	0	0	13
1592	1475	0	9	4
1593	1476	0	6	7
1594	1477	13	0	0
1595	1478	0	10	3
1596	1479	0	8	5
1597	1480	0	3	10
1598	1481	2	7	4
1599	1482	0	6	7
1600	1483	0	0	12
1601	1484	0	3	9
1602	1485	0	12	0
1603	1486	0	0	12
1604	1487	5	0	7
1605	1488	0	12	0
1606	1489	0	2	10
1607	1490	0	2	10
1608	1491	0	0	12
1609	1492	12	0	0
1610	1493	0	12	0
1611	1494	0	4	8
1612	1495	1	8	3
1613	1496	0	0	12
1614	1497	0	12	0
1615	1498	10	0	2
1616	1499	0	5	7
1617	1500	12	0	0
1618	1548	12	0	0
1619	1501	12	0	0
1620	1502	1	7	4
1621	1503	0	7	5
1622	1504	0	1	11
1623	1505	0	8	4
1624	1506	0	0	12
1625	1507	12	0	0
1626	1508	12	0	0
1627	1509	0	2	10
1628	1510	0	3	9
1629	1511	0	9	3
1630	1512	2	5	5
1631	1513	0	12	0
1632	1514	0	0	12
1633	1515	11	0	1
1634	1516	4	3	5
1635	1517	0	4	8
1636	1518	0	12	0
1637	1519	0	6	6
1638	1520	0	3	9
1639	1521	0	0	12
1640	1522	0	5	7
1641	1523	0	11	1
1642	1524	0	12	0
1643	1525	0	0	12
1644	1526	12	0	0
1645	1527	8	0	4
1646	1528	12	0	0
1647	1529	1	3	8
1648	1530	0	12	0
1649	1531	0	0	12
1650	1532	1	6	5
1651	1533	1	3	8
1652	1534	0	0	12
1653	1535	0	8	4
1654	1536	2	4	6
1655	1537	2	5	5
1656	1538	0	0	12
1657	1539	0	5	7
1658	1540	0	10	2
1659	1541	12	0	0
1660	1542	0	12	0
1661	1543	0	12	0
1662	1544	0	8	4
1663	1545	0	0	12
1664	1546	12	0	0
1665	1547	12	0	0
1666	1549	8	1	3
1667	1550	0	4	8
1668	1551	1	6	5
1669	1572	0	0	12
1670	1552	0	12	0
1671	1553	0	10	2
1672	1554	3	8	1
1673	1555	0	0	12
1674	1556	0	12	0
1675	1557	12	0	0
1676	1558	0	0	12
1677	1559	12	0	0
1678	1560	12	0	0
1679	1561	0	5	7
1680	1562	1	5	6
1681	1563	0	1	11
1682	1564	2	6	4
1683	1565	0	0	12
1684	1566	0	2	10
1685	1567	0	3	9
1686	1568	5	0	7
1687	1569	12	0	0
1688	1570	0	9	3
1689	1571	0	1	11
1690	1573	12	0	0
1691	1574	0	7	5
1692	1575	12	0	0
1693	1576	2	10	0
1694	1577	0	6	6
1695	1578	10	1	1
1696	1579	0	7	5
1697	1580	4	5	3
1698	1581	0	12	0
1699	1582	12	0	0
1700	1583	1	7	4
1701	1584	12	0	0
1702	1585	0	0	12
1703	1586	0	1	11
1704	1587	12	0	0
1705	1588	0	0	12
1706	1589	0	2	10
1707	1590	0	12	0
1708	1591	3	9	0
1709	1592	0	6	6
1710	1593	0	2	10
1711	1594	0	9	3
1712	1595	0	12	0
1713	1596	12	0	0
1714	1597	2	4	6
1715	1598	0	0	12
1716	1599	0	9	3
1717	1600	0	0	12
1718	1601	2	9	1
1719	1602	1	3	8
1720	1603	0	0	12
1721	1604	0	5	7
1722	1605	12	0	0
1723	1606	3	6	3
1724	1607	1	7	4
1725	1608	12	0	0
1726	1609	0	2	10
1727	1610	0	2	10
1728	1611	12	0	0
1729	1612	0	0	12
1730	1613	0	3	9
1731	1614	0	2	10
1732	1615	0	7	5
1733	1616	0	9	3
1734	1617	0	6	6
1735	1618	12	0	0
1736	1619	2	3	7
1737	1620	0	12	0
1738	1621	0	10	2
1739	1622	12	0	0
1740	1623	0	5	7
1741	1624	0	2	10
1742	1625	0	7	5
1743	1626	12	0	0
1744	1627	0	5	7
1745	1628	0	0	12
1746	1629	0	0	12
1747	1630	0	11	1
1748	1631	0	4	8
1749	1632	0	12	0
1750	1633	0	0	12
1751	1634	11	0	1
1752	1635	0	12	0
1753	1636	0	0	12
1754	1637	0	0	12
1755	1638	12	0	0
1756	1639	0	2	10
1757	1640	4	3	5
1758	1641	0	12	0
1759	1642	0	10	2
1760	1643	0	3	9
1761	1644	11	0	0
1762	1645	11	0	0
1763	1646	0	0	11
1764	1647	0	9	2
1765	1648	0	6	5
1766	1649	0	11	0
1767	1650	0	0	11
1768	1651	9	2	0
1769	1652	11	0	0
1770	1653	0	0	11
1771	1654	0	2	9
1772	1655	11	0	0
1773	1656	0	5	6
1774	1657	0	0	11
1775	1658	0	10	1
1776	1660	11	0	0
1777	1661	6	5	0
1778	1662	11	0	0
1779	1663	11	0	0
1780	1664	0	0	11
1781	1665	1	4	6
1782	1666	0	0	11
1783	1667	11	0	0
1784	1668	0	11	0
1785	1669	0	11	0
1786	1670	0	11	0
1787	1671	1	4	6
1788	1672	0	1	10
1789	1673	0	4	7
1790	1674	0	3	8
1791	1675	0	2	9
1792	1676	11	0	0
1793	1677	0	6	5
1794	1678	0	5	6
1795	1679	0	11	0
1796	1680	0	7	4
1797	1681	11	0	0
1798	1682	11	0	0
1799	1683	11	0	0
1800	1684	10	0	1
1801	1685	0	10	1
1802	1686	0	1	10
1803	1687	6	0	5
1804	1688	0	7	4
1805	1689	0	2	9
1806	1690	2	4	5
1807	1691	0	0	11
1808	1692	1	4	6
1809	1693	0	2	9
1810	1694	11	0	0
1811	1695	0	11	0
1812	1696	1	4	6
1813	1697	11	0	0
1814	1698	0	4	7
1815	1699	0	9	2
1816	1700	11	0	0
1817	1810	0	0	11
1818	1701	0	1	10
1819	1702	0	11	0
1820	1703	0	0	11
1821	1704	0	0	11
1822	1705	11	0	0
1823	1706	11	0	0
1824	1707	0	0	11
1825	1708	0	4	7
1826	1709	7	2	2
1827	1710	2	4	5
1828	1711	0	7	4
1829	1712	0	2	9
1830	1659	0	11	0
1831	1713	11	0	0
1832	1714	11	0	0
1833	1715	0	10	1
1834	1716	11	0	0
1835	1717	0	4	7
1836	1718	11	0	0
1837	1719	0	2	9
1838	1720	0	1	10
1839	1721	0	3	8
1840	1722	11	0	0
1841	1723	1	10	0
1842	1724	0	11	0
1843	1725	0	11	0
1844	1726	11	0	0
1845	1727	0	0	11
1846	1728	0	11	0
1847	1729	0	9	2
1848	1730	0	11	0
1849	1731	11	0	0
1850	1732	5	4	2
1851	1733	11	0	0
1852	1734	11	0	0
1853	1735	0	1	10
1854	1736	0	0	11
1855	1737	0	2	9
1856	1738	0	10	1
1857	1739	0	11	0
1858	1740	11	0	0
1859	1741	0	2	9
1860	1742	11	0	0
1861	1743	0	10	1
1862	1744	3	3	5
1863	1745	0	5	6
1864	1746	0	3	8
1865	1747	0	0	11
1866	1748	0	2	9
1867	1749	0	5	6
1868	1750	3	4	4
1869	1751	0	4	7
1870	1752	0	2	9
1871	1753	0	0	11
1872	1754	2	2	7
1873	1755	9	2	0
1874	1756	11	0	0
1875	1757	0	2	9
1876	1758	10	1	0
1877	1759	0	4	7
1878	1760	2	3	6
1879	1761	0	0	11
1880	1762	0	11	0
1881	1763	0	8	3
1882	1764	0	1	10
1883	1765	0	8	3
1884	1766	10	0	1
1885	1767	11	0	0
1886	1768	0	0	11
1887	1769	10	0	1
1888	1770	6	1	4
1889	1771	1	7	3
1890	1772	0	0	11
1891	1773	11	0	0
1892	1774	0	5	6
1893	1775	0	3	8
1894	1776	1	6	4
1895	1777	0	0	11
1896	1778	11	0	0
1897	1779	0	3	8
1898	1780	0	0	11
1899	1781	0	11	0
1900	1782	0	11	0
1901	1783	0	0	11
1902	1784	11	0	0
1903	1785	3	4	4
1904	1786	11	0	0
1905	1787	11	0	0
1906	1788	11	0	0
1907	1789	3	6	2
1908	1790	0	6	5
1909	1791	0	3	8
1910	1792	0	6	5
1911	1793	0	6	5
1912	1794	0	9	2
1913	1795	0	0	11
1914	1796	0	0	11
1915	1808	3	3	5
1916	1797	11	0	0
1917	1798	0	11	0
1918	1799	0	0	11
1919	1800	0	4	7
1920	1801	0	4	7
1921	1802	0	0	11
1922	1803	0	11	0
1923	1804	3	5	3
1924	1805	0	1	10
1925	1806	5	2	4
1926	1807	11	0	0
1927	1809	1	4	6
1928	1811	0	11	0
1929	1812	7	2	2
1930	1813	11	0	0
1931	1814	1	3	7
1932	1815	0	0	11
1933	1816	0	3	8
1934	1817	0	1	10
1935	1818	0	0	11
1936	1819	0	6	5
1937	1820	9	2	0
1938	1821	5	5	1
1939	1822	0	7	4
1940	1823	0	6	5
1941	1824	0	0	11
1942	1825	0	1	10
1943	1826	11	0	0
1944	1827	0	0	11
1945	1828	0	0	11
1946	1829	0	5	6
1947	1830	0	11	0
1948	1831	11	0	0
1949	1832	11	0	0
1950	1833	0	6	5
1951	1834	0	11	0
1952	1835	2	1	8
1953	1836	0	8	3
1954	1837	0	0	11
1955	1838	11	0	0
1956	1839	0	11	0
1957	1840	0	6	5
1958	1841	4	6	1
1959	1842	0	4	7
1960	1843	0	2	9
1961	1844	0	0	11
1962	1845	11	0	0
1963	1846	0	11	0
1964	1847	0	4	7
1965	1848	0	9	2
1966	1849	0	0	11
1967	1850	11	0	0
1968	1851	0	5	6
1969	1852	10	1	0
1970	1853	1	4	6
1971	1854	7	0	3
1972	1855	0	0	10
1973	1856	3	3	4
1974	1857	10	0	0
1975	1858	10	0	0
1976	1859	0	0	10
1977	1860	10	0	0
1978	1861	0	0	10
1979	1862	10	0	0
1980	1863	5	4	1
1981	1864	0	3	7
1982	1865	0	0	10
1983	1866	10	0	0
1984	1867	10	0	0
1985	1868	0	10	0
1986	1869	0	9	1
1987	1870	0	4	6
1988	1871	4	5	1
1989	1872	3	7	0
1990	1873	0	4	6
1991	1874	0	8	2
1992	1875	0	2	8
1993	1876	0	0	10
1994	1877	10	0	0
1995	1878	0	8	2
1996	1879	4	0	6
1997	1880	0	8	2
1998	1881	10	0	0
1999	1882	0	0	10
2000	1883	0	8	2
2001	1884	10	0	0
2002	1885	10	0	0
2003	1886	10	0	0
2004	1887	10	0	0
2005	1888	0	1	9
2006	1889	10	0	0
2007	1890	0	10	0
2008	1891	2	7	1
2009	1892	0	0	10
2010	1893	0	0	10
2011	1894	0	7	3
2012	1895	0	5	5
2013	1896	10	0	0
2014	1897	9	0	1
2015	1898	4	6	0
2016	1899	0	0	10
2017	1900	0	10	0
2018	1901	10	0	0
2019	1902	0	9	1
2020	1903	10	0	0
2021	1904	0	4	6
2022	1905	10	0	0
2023	1906	0	10	0
2024	1907	10	0	0
2025	1908	0	9	1
2026	1909	10	0	0
2027	1910	0	6	4
2028	1911	0	7	3
2029	1912	10	0	0
2030	1913	0	0	10
2031	1914	10	0	0
2032	1915	2	3	5
2033	1916	0	10	0
2034	1917	0	1	9
2035	1918	0	5	5
2036	1919	0	10	0
2037	1920	2	4	4
2038	1921	10	0	0
2039	1922	0	5	5
2040	1923	0	0	10
2041	1924	0	0	10
2042	1925	0	8	2
2043	1926	0	2	8
2044	1927	0	0	10
2045	1928	10	0	0
2046	1929	0	0	10
2047	1930	9	0	1
2048	1931	0	10	0
2049	1932	0	0	10
2050	1933	0	0	10
2051	1934	0	5	5
2052	1935	10	0	0
2053	1936	0	1	9
2054	1937	0	0	10
2055	1938	0	10	0
2056	1939	0	0	10
2057	1940	0	0	10
2058	1941	0	10	0
2059	1942	10	0	0
2060	1943	0	4	6
2061	1944	10	0	0
2062	1945	0	7	3
2063	1946	10	0	0
2064	1947	0	1	9
2065	1948	0	10	0
2066	1949	0	10	0
2067	1950	0	10	0
2068	1951	0	10	0
2069	1952	0	10	0
2070	1953	0	10	0
2071	1954	0	9	1
2072	1955	0	4	6
2073	1956	0	0	10
2074	1957	0	8	2
2075	1958	0	6	4
2076	1959	0	0	10
2077	1960	1	1	8
2078	1961	10	0	0
2079	1962	4	6	0
2080	1963	2	4	4
2081	1964	0	4	6
2082	1965	0	2	8
2083	1966	0	0	10
2084	1967	10	0	0
2085	1968	0	0	10
2086	1969	0	5	5
2087	1970	2	2	6
2088	1971	0	6	4
2089	1972	0	6	4
2090	1973	4	5	1
2091	1974	0	6	4
2092	1975	2	6	2
2093	1976	0	0	10
2094	1977	0	6	4
2095	1978	0	6	4
2096	1979	0	10	0
2097	1980	0	3	7
2098	1981	0	8	2
2099	1982	0	5	5
2100	1983	0	8	2
2101	1984	0	10	0
2102	1985	3	7	0
2103	1986	0	10	0
2104	1987	0	0	10
2105	1988	5	5	0
2106	1989	3	2	5
2107	1990	0	0	10
2108	1991	0	8	2
2109	1992	0	9	1
2110	1993	0	8	2
2111	1994	10	0	0
2112	1995	6	1	3
2113	1996	0	5	5
2114	1997	2	3	5
2115	1998	2	3	5
2116	1999	10	0	0
2117	2000	0	6	4
2118	2001	2	3	5
2119	2002	0	10	0
2120	2003	0	7	3
2121	2004	9	1	0
2122	2005	0	7	3
2123	2006	10	0	0
2124	2007	10	0	0
2125	2008	0	10	0
2126	2009	2	6	2
2127	2010	0	10	0
2128	2011	0	1	9
2129	2012	5	3	2
2130	2013	10	0	0
2131	2014	0	7	3
2132	2015	0	0	10
2133	2016	0	2	8
2134	2017	0	0	10
2135	2018	0	7	3
2136	2019	10	0	0
2137	2020	0	4	6
2138	2021	0	3	7
2139	2022	10	0	0
2140	2023	10	0	0
2141	2024	0	2	8
2142	2025	0	2	8
2143	2026	0	0	10
2144	2027	10	0	0
2145	2028	0	0	10
2146	2029	6	1	3
2147	2030	0	0	10
2148	2031	0	0	10
2149	2032	0	1	9
2150	2033	0	0	10
2151	2034	10	0	0
2152	2035	3	2	5
2153	2036	0	6	4
2154	2037	0	10	0
2155	2038	4	4	2
2156	2039	0	0	10
2157	2040	10	0	0
2158	2041	0	10	0
2159	2042	10	0	0
2160	2043	0	7	3
2161	2044	0	0	10
2162	2045	2	6	2
2163	2046	0	5	5
2164	2047	0	0	10
2165	2048	0	3	7
2166	2049	0	1	9
2167	2050	10	0	0
2168	2051	9	0	1
2169	2052	0	9	1
2170	2053	0	2	8
2171	2054	3	7	0
2172	2055	0	7	3
2173	2056	0	10	0
2174	2057	0	10	0
2175	2058	0	10	0
2176	2059	0	0	10
2177	2060	0	2	8
2178	2061	0	10	0
2179	2062	10	0	0
2180	2063	0	1	9
2181	2064	0	10	0
2182	2065	0	0	10
2183	2066	1	6	3
2184	2067	1	4	5
2185	2068	4	3	2
2186	2069	0	6	3
2187	2070	1	5	3
2188	2071	0	9	0
2189	2072	0	0	9
2190	2073	0	3	6
2191	2074	0	2	7
2192	2075	0	0	9
2193	2076	2	5	2
2194	2077	0	9	0
2195	2078	0	0	9
2196	2079	1	5	3
2197	2080	0	8	1
2198	2081	9	0	0
2199	2082	0	3	6
2200	2083	0	8	1
2201	2084	0	7	2
2202	2085	9	0	0
2203	2086	0	0	9
2204	2087	9	0	0
2205	2088	9	0	0
2206	2089	9	0	0
2207	2090	0	1	8
2208	2091	0	9	0
2209	2092	0	1	8
2210	2093	4	4	1
2211	2094	7	2	0
2212	2095	0	9	0
2213	2096	9	0	0
2214	2097	4	3	2
2215	2098	0	0	9
2216	2099	9	0	0
2217	2100	0	7	2
2218	2101	0	0	9
2219	2102	2	4	3
2220	2103	9	0	0
2221	2104	0	1	8
2222	2105	9	0	0
2223	2106	0	0	9
2224	2107	0	3	6
2225	2108	0	0	9
2226	2109	7	2	0
2227	2110	0	0	9
2228	2111	0	9	0
2229	2112	0	0	9
2230	2113	9	0	0
2231	2114	0	0	9
2232	2115	0	3	6
2233	2116	0	0	9
2234	2117	0	5	4
2235	2118	9	0	0
2236	2119	0	5	4
2237	2120	0	3	6
2238	2121	5	0	4
2239	2122	1	8	0
2240	2123	9	0	0
2241	2124	0	9	0
2242	2125	0	5	4
2243	2126	0	6	3
2244	2127	9	0	0
2245	2128	0	1	8
2246	2129	0	0	9
2247	2130	0	3	6
2248	2131	0	4	5
2249	2132	5	3	1
2250	2133	0	9	0
2251	2134	0	0	9
2252	2135	0	8	1
2253	2136	0	3	6
2254	2137	9	0	0
2255	2138	0	9	0
2256	2139	9	0	0
2257	2140	0	0	9
2258	2141	9	0	0
2259	2142	9	0	0
2260	2143	0	3	6
2261	2144	1	6	2
2262	2145	0	7	2
2263	2146	0	9	0
2264	2147	1	4	4
2265	2148	9	0	0
2266	2149	0	0	9
2267	2150	1	2	6
2268	2151	0	9	0
2269	2152	0	3	6
2270	2153	0	0	9
2271	2154	2	3	4
2272	2155	9	0	0
2273	2156	9	0	0
2274	2157	0	4	5
2275	2158	0	4	5
2276	2159	9	0	0
2277	2160	1	1	7
2278	2161	9	0	0
2279	2162	0	6	3
2280	2163	0	0	9
2281	2164	0	0	9
2282	2165	9	0	0
2283	2166	9	0	0
2284	2167	0	1	8
2285	2168	0	8	1
2286	2169	0	9	0
2287	2170	0	1	8
2288	2171	9	0	0
2289	2172	9	0	0
2290	2173	0	0	9
2291	2174	0	1	8
2292	2175	0	0	9
2293	2176	2	6	1
2294	2177	0	4	5
2295	2178	0	6	3
2296	2179	0	0	9
2297	2180	0	0	9
2298	2181	0	0	9
2299	2182	3	4	2
2300	2183	9	0	0
2301	2184	1	4	4
2302	2185	0	2	7
2303	2186	0	8	1
2304	2187	9	0	0
2305	2188	0	7	2
2306	2189	0	9	0
2307	2190	0	4	5
2308	2191	0	0	9
2309	2192	0	7	2
2310	2193	0	0	9
2311	2194	9	0	0
2312	2195	0	3	6
2313	2196	0	2	7
2314	2197	9	0	0
2315	2198	0	6	3
2316	2199	3	2	4
2317	2200	0	0	9
2318	2201	0	0	9
2319	2202	0	0	9
2320	2203	0	2	7
2321	2204	0	0	9
2322	2205	7	2	0
2323	2206	9	0	0
2324	2207	0	9	0
2325	2208	9	0	0
2326	2209	0	0	9
2327	2210	0	4	5
2328	2211	2	1	6
2329	2212	0	5	4
2330	2213	0	1	8
2331	2214	6	0	3
2332	2215	0	9	0
2333	2216	0	0	9
2334	2217	3	4	2
2335	2218	0	6	3
2336	2219	1	3	5
2337	2220	0	1	8
2338	2221	9	0	0
2339	2222	3	5	1
2340	2223	0	0	9
2341	2224	2	3	4
2342	2225	2	4	3
2343	2226	9	0	0
2344	2227	0	4	5
2345	2228	0	3	6
2346	2229	0	4	5
2347	2230	0	8	1
2348	2231	0	0	9
2349	2232	9	0	0
2350	2233	0	2	7
2351	2234	0	7	2
2352	2235	0	1	8
2353	2236	0	0	9
2354	2237	5	3	1
2355	2238	0	1	8
2356	2239	9	0	0
2357	2240	1	1	7
2358	2241	0	3	6
2359	2242	9	0	0
2360	2243	0	3	6
2361	2244	0	2	7
2362	2245	7	0	2
2363	2246	0	9	0
2364	2247	9	0	0
2365	2248	9	0	0
2366	2249	0	0	9
2367	2250	0	9	0
2368	2251	0	0	9
2369	2252	0	1	8
2370	2253	0	0	9
2371	2254	0	1	8
2372	2255	0	6	3
2373	2256	9	0	0
2374	2257	1	3	5
2375	2258	4	1	4
2376	2259	1	4	4
2377	2260	9	0	0
2378	2261	2	2	5
2379	2262	2	3	4
2380	2263	0	9	0
2381	2264	0	9	0
2382	2265	0	0	9
2383	2266	9	0	0
2384	2267	0	3	6
2385	2268	0	0	9
2386	2269	0	0	9
2387	2270	0	0	9
2388	2271	0	1	8
2389	2272	0	0	9
2390	2273	9	0	0
2391	2274	0	2	7
2392	2275	9	0	0
2393	2276	0	0	9
2394	2277	0	1	8
2395	2278	0	2	7
2396	2279	0	5	4
2397	2280	0	0	9
2398	2281	0	5	4
2399	2282	0	7	2
2400	2283	9	0	0
2401	2284	0	0	9
2402	2285	0	0	9
2403	2286	9	0	0
2404	2287	0	9	0
2405	2288	0	4	5
2406	2289	0	0	9
2407	2290	0	0	9
2408	2291	9	0	0
2409	2292	0	4	5
2410	2293	0	0	9
2411	2294	0	9	0
2412	2295	0	0	9
2413	2296	0	0	9
2414	2297	0	8	1
2415	2298	0	7	2
2416	2299	0	2	7
2417	2300	9	0	0
2418	2301	9	0	0
2419	2302	0	9	0
2420	2303	9	0	0
2421	2304	0	7	2
2422	2305	0	0	9
2423	2306	0	1	8
2424	2307	9	0	0
2425	2308	0	6	3
2426	2309	0	8	1
2427	2310	0	4	5
2428	2311	9	0	0
2429	2312	0	9	0
2430	2313	8	1	0
2431	2314	3	6	0
2432	2315	0	5	4
2433	2316	0	0	9
2434	2317	0	7	2
2435	2318	0	1	8
2436	2319	0	8	1
2437	2320	0	0	9
2438	2321	9	0	0
2439	2322	0	7	2
2440	2323	2	4	3
2441	2324	2	0	7
2442	2325	9	0	0
2443	2326	0	0	9
2444	2327	9	0	0
2445	2328	9	0	0
2446	2329	0	9	0
2447	2330	0	5	4
2448	2331	2	6	1
2449	2332	0	0	9
2450	2333	0	9	0
